"","Gene","count","Disease_specificity"
"2776","GIPC3",11,0.00241492864983535
"2777","ALDH7A1",81,0.0177826564215148
"2778","GAS8",197,0.0432491767288694
"2779","PFKM",80,0.017563117453348
"2780","ODAD2",204,0.0447859495060373
"2781","MCOLN1",220,0.0482985729967069
"2782","AASS",42,0.00922063666300768
"2783","AP3D1",139,0.0305159165751921
"2784","DHH",188,0.0412733260153677
"2785","B3GALNT2",407,0.0893523600439078
"2786","EPCAM",283,0.0621295279912184
"2787","VSX2",24,0.00526893523600439
"2788","MCCC1",118,0.0259055982436883
"2789","GBA2",343,0.0753018660812294
"2790","TBCK",441,0.0968166849615807
"2791","TNFRSF4",33,0.00724478594950604
"2792","PPA2",34,0.00746432491767289
"2793","RASGRP1",345,0.0757409440175631
"2794","HARS2",24,0.00526893523600439
"2795","SMOC2",26,0.00570801317233809
"2796","ZNF141",29,0.00636663007683864
"2797","MYOD1",300,0.0658616904500549
"2798","PRG4",66,0.0144895718990121
"2799","ACBD5",84,0.0184412733260154
"2800","TMEM126B",186,0.040834248079034
"2801","SCYL2",135,0.0296377607025247
"2802","NPC2",108,0.0237102085620198
"2803","FTO",160,0.0351262349066959
"2804","C1QBP",83,0.0182217343578485
"2805","UMPS",142,0.0311745334796926
"2806","ETHE1",159,0.0349066959385291
"2807","LTBP4",198,0.0434687156970362
"2808","OTOA",9,0.00197585071350165
"2809","ODAD1",213,0.046761800219539
"2810","TTC29",23,0.00504939626783754
"2811","ODAD3",200,0.0439077936333699
"2812","SYCP2",11,0.00241492864983535
"2813","COX6A2",50,0.0109769484083425
"2814","SPATA16",15,0.00329308452250274
"2815","TSGA10",12,0.0026344676180022
"2816","AMT",70,0.0153677277716795
"2817","LARS1",94,0.0206366630076839
"2818","PLD1",62,0.0136114160263447
"2819","PDXK",27,0.00592755214050494
"2820","ADAM17",147,0.0322722283205269
"2821","EIF2B3",100,0.021953896816685
"2822","PNKP",403,0.0884742041712404
"2823","MRPS7",50,0.0109769484083425
"2824","TIMMDC1",187,0.0410537870472009
"2825","TRPV6",58,0.0127332601536773
"2826","TARS2",48,0.0105378704720088
"2827","GAA",221,0.0485181119648738
"2828","DPAGT1",353,0.0774972557628979
"2829","PGAP3",316,0.0693743139407245
"2830","REEP6",134,0.0294182217343579
"2831","PDE2A",76,0.0166849615806806
"2832","LRMDA",22,0.00482985729967069
"2833","PLPBP",103,0.0226125137211855
"2834","SPTBN4",143,0.0313940724478595
"2835","BAAT",36,0.00790340285400659
"2836","GRHPR",49,0.0107574094401756
"2837","MMP1",294,0.0645444566410538
"2838","SNORD118",49,0.0107574094401756
"2839","IGHM",226,0.049615806805708
"2840","MYF5",54,0.0118551042810099
"2841","COLGALT1",42,0.00922063666300768
"2842","EPS8",9,0.00197585071350165
"2843","SPINK2",8,0.0017563117453348
"2844","ATP5F1A",91,0.0199780461031833
"2845","DYSF",321,0.0704720087815587
"2846","TACSTD2",19,0.00417124039517014
"2847","COL13A1",432,0.094840834248079
"2848","SLC24A5",62,0.0136114160263447
"2849","ERGIC1",139,0.0305159165751921
"2850","SURF1",474,0.104061470911087
"2851","ARL2BP",138,0.0302963776070252
"2852","CCDC103",198,0.0434687156970362
"2853","CFD",11,0.00241492864983535
"2854","POLR1C",369,0.0810098792535675
"2855","DNAJB13",207,0.0454445664105379
"2856","TSEN15",210,0.0461031833150384
"2857","LRIT3",50,0.0109769484083425
"2858","PRF1",216,0.0474204171240395
"2859","NDUFS3",305,0.0669593852908891
"2860","MMAA",106,0.0232711306256861
"2861","ACAD9",188,0.0412733260153677
"2862","BHLHA9",312,0.0684961580680571
"2863","ADPRS",68,0.0149286498353458
"2864","MYL1",55,0.0120746432491767
"2865","BCS1L",296,0.0649835345773875
"2866","FBP1",151,0.0331503841931943
"2867","NPHS1",101,0.0221734357848518
"2868","POMGNT1",787,0.172777167947311
"2869","SUCLG1",130,0.0285400658616905
"2870","GAS2L2",200,0.0439077936333699
"2871","COX15",158,0.0346871569703622
"2872","FLG2",10,0.0021953896816685
"2873","CHKB",79,0.0173435784851811
"2874","ANKS6",43,0.00944017563117453
"2875","ADCY3",24,0.00526893523600439
"2876","SPINT2",76,0.0166849615806806
"2877","MYO5B",65,0.0142700329308452
"2878","RGS9",13,0.00285400658616904
"2879","COA8",194,0.0425905598243688
"2880","H6PD",30,0.00658616904500549
"2881","PIGP",304,0.0667398463227223
"2882","STN1",117,0.0256860592755214
"2883","PCDH15",132,0.0289791437980241
"2884","HJV",137,0.0300768386388584
"2885","AK1",6,0.0013172338090011
"2886","PSPH",151,0.0331503841931943
"2887","MMP21",76,0.0166849615806806
"2888","SVIL",99,0.0217343578485181
"2889","MPC1",92,0.0201975850713502
"2890","ASCC1",105,0.0230515916575192
"2891","USH1C",141,0.0309549945115258
"2892","DDX11",117,0.0256860592755214
"2893","NECTIN1",462,0.101427003293085
"2894","SLC25A19",258,0.0566410537870472
"2895","SFXN4",47,0.0103183315038419
"2896","SLC25A1",342,0.0750823271130626
"2897","LIPT2",96,0.0210757409440176
"2898","UNG",54,0.0118551042810099
"2899","CYP2D6",3,0.000658616904500549
"2900","CNP",94,0.0206366630076839
"2901","ADGRG6",96,0.0210757409440176
"2902","SNX10",241,0.0529088913282108
"2903","SUN5",36,0.00790340285400659
"2904","LAMA2",350,0.0768386388583974
"2905","CALCRL",25,0.00548847420417124
"2906","ERCC8",952,0.209001097694841
"2907","CATSPER1",15,0.00329308452250274
"2908","TREM2",471,0.103402854006586
"2909","DCDC2",90,0.0197585071350165
"2910","FITM2",54,0.0118551042810099
"2911","TECR",120,0.026344676180022
"2912","SLURP1",75,0.0164654226125137
"2913","CA12",27,0.00592755214050494
"2914","PRDX1",178,0.0390779363336992
"2915","DGUOK",306,0.067178924259056
"2916","BOLA3",86,0.0188803512623491
"2917","TTLL5",23,0.00504939626783754
"2918","PCSK1",119,0.0261251372118551
"2919","AUH",161,0.0353457738748628
"2920","ZFYVE26",221,0.0485181119648738
"2921","LCA5",87,0.0190998902305159
"2922","ACO2",118,0.0259055982436883
"2923","CCBE1",497,0.109110867178924
"2924","ATP2A1",6,0.0013172338090011
"2925","SERPINF1",33,0.00724478594950604
"2926","PMM2",547,0.120087815587267
"2927","GOSR2",44,0.00965971459934138
"2928","RASGRP2",17,0.00373216245883644
"2929","FYCO1",6,0.0013172338090011
"2930","NHLRC2",89,0.0195389681668496
"2931","CFL2",191,0.0419319429198683
"2932","ABCD3",65,0.0142700329308452
"2933","KRT25",64,0.0140504939626784
"2934","CLN8",124,0.0272228320526894
"2935","MSH5",7,0.00153677277716795
"2936","PRICKLE1",70,0.0153677277716795
"2937","RELB",21,0.00461031833150384
"2938","GPAA1",184,0.0403951701427003
"2939","MICOS13",157,0.0344676180021954
"2940","CTSC",253,0.055543358946213
"2941","DNAL4",66,0.0144895718990121
"2942","CYC1",25,0.00548847420417124
"2943","MAK",122,0.0267837541163557
"2944","FDFT1",169,0.0371020856201976
"2945","SLC1A1",25,0.00548847420417124
"2946","XRCC1",55,0.0120746432491767
"2947","CNPY3",47,0.0103183315038419
"2948","DSC3",28,0.00614709110867179
"2949","VPS45",57,0.0125137211855104
"2950","SMO",617,0.135455543358946
"2951","CLIC5",16,0.00351262349066959
"2952","ACSF3",136,0.0298572996706915
"2953","DPM2",318,0.0698133918770582
"2954","BCAT2",32,0.00702524698133919
"2955","NDUFAF8",199,0.0436882546652031
"2956","TENT5A",97,0.0212952799121844
"2957","MFF",193,0.042371020856202
"2958","NUBPL",201,0.0441273326015368
"2959","MRPS23",14,0.00307354555433589
"2960","SGCB",107,0.0234906695938529
"2961","PLCB3",92,0.0201975850713502
"2962","TXN2",191,0.0419319429198683
"2963","PLAA",412,0.090450054884742
"2964","HGD",194,0.0425905598243688
"2965","MERTK",129,0.0283205268935236
"2966","RAPSN",400,0.0878155872667399
"2967","DST",110,0.0241492864983535
"2968","MRPS16",88,0.0193194291986828
"2969","MMAB",101,0.0221734357848518
"2970","CACNA2D4",76,0.0166849615806806
"2971","POMK",465,0.102085620197585
"2972","PSMB10",40,0.00878155872667398
"2973","PCDH12",59,0.0129527991218441
"2974","NSMCE3",114,0.0250274423710209
"2975","VWA3B",57,0.0125137211855104
"2976","PGAM2",31,0.00680570801317234
"2977","PIGM",40,0.00878155872667398
"2978","QARS1",83,0.0182217343578485
"2979","ALAD",75,0.0164654226125137
"2980","COX5A",109,0.0239297475301866
"2981","POC1B",35,0.00768386388583974
"2982","ALS2",494,0.108452250274424
"2983","LAT",43,0.00944017563117453
"2984","IL17RA",153,0.033589462129528
"2985","SLC25A13",348,0.0763995609220637
"2986","CATSPER2",56,0.0122941822173436
"2987","PXDN",26,0.00570801317233809
"2988","VARS1",109,0.0239297475301866
"2989","PHYH",244,0.0535675082327113
"2990","PTPRC",70,0.0153677277716795
"2991","HMOX1",32,0.00702524698133919
"2992","TAPBP",55,0.0120746432491767
"2993","DNAAF11",223,0.0489571899012075
"2994","TMIE",5,0.00109769484083425
"2995","NR1H4",122,0.0267837541163557
"2996","RMND1",127,0.0278814489571899
"2997","KHDC3L",4,0.000878155872667398
"2998","SYCE1",62,0.0136114160263447
"2999","RFX6",53,0.011635565312843
"3000","EOGT",249,0.0546652030735456
"3001","SLC10A2",25,0.00548847420417124
"3002","LCT",22,0.00482985729967069
"3003","LINS1",150,0.0329308452250274
"3004","CDAN1",59,0.0129527991218441
"3005","PUS1",178,0.0390779363336992
"3006","TPK1",42,0.00922063666300768
"3007","IFNGR2",8,0.0017563117453348
"3008","KLC2",161,0.0353457738748628
"3009","TAF4B",39,0.00856201975850713
"3010","CTSF",49,0.0107574094401756
"3011","MYO9A",287,0.0630076838638858
"3012","MEI1",9,0.00197585071350165
"3013","TDP1",136,0.0298572996706915
"3014","BSND",212,0.0465422612513721
"3015","FAN1",198,0.0434687156970362
"3016","LYRM7",95,0.0208562019758507
"3017","NEK9",261,0.0572996706915477
"3018","AGK",114,0.0250274423710209
"3019","ODAD4",195,0.0428100987925357
"3020","GCLC",86,0.0188803512623491
"3021","FCGR3A",36,0.00790340285400659
"3022","KRT18",54,0.0118551042810099
"3023","COG6",383,0.0840834248079034
"3024","F13B",124,0.0272228320526894
"3025","HFM1",26,0.00570801317233809
"3026","MEGF8",328,0.0720087815587267
"3027","ACADSB",61,0.0133918770581778
"3028","CHST6",63,0.0138309549945115
"3029","HGF",11,0.00241492864983535
"3030","LRPAP1",13,0.00285400658616904
"3031","VPS33B",140,0.0307354555433589
"3032","EYS",148,0.0324917672886937
"3033","TRIT1",82,0.0180021953896817
"3034","CRLF1",308,0.0676180021953897
"3035","TRAPPC9",331,0.0726673984632272
"3036","DAG1",489,0.107354555433589
"3037","PIGW",279,0.061251372118551
"3038","ENO3",22,0.00482985729967069
"3039","SGCA",119,0.0261251372118551
"3040","MUSK",481,0.105598243688255
"3041","DLD",181,0.0397365532381998
"3042","BLM",407,0.0893523600439078
"3043","TDRD7",6,0.0013172338090011
"3044","CFAP251",14,0.00307354555433589
"3045","UVSSA",21,0.00461031833150384
"3046","TMC8",53,0.011635565312843
"3047","STX11",98,0.0215148188803513
"3048","APOC2",40,0.00878155872667398
"3049","CCDC65",197,0.0432491767288694
"3050","SBF2",87,0.0190998902305159
"3051","MFRP",82,0.0180021953896817
"3052","CCNO",177,0.0388583973655324
"3053","TYK2",26,0.00570801317233809
"3054","CD55",91,0.0199780461031833
"3055","NDUFB9",160,0.0351262349066959
"3056","PLEKHG5",117,0.0256860592755214
"3057","RSRC1",141,0.0309549945115258
"3058","TMTC3",160,0.0351262349066959
"3059","ATP2B2",12,0.0026344676180022
"3060","SLCO2A1",174,0.0381997804610318
"3061","AXL",41,0.00900109769484083
"3062","UNC93B1",97,0.0212952799121844
"3063","SLC52A2",117,0.0256860592755214
"3064","SLC12A6",231,0.0507135016465423
"3065","CBLIF",38,0.00834248079034029
"3066","TRMU",156,0.0342480790340285
"3067","SERAC1",108,0.0237102085620198
"3068","MDH1",89,0.0195389681668496
"3069","PRKDC",133,0.029198682766191
"3070","MTMR2",61,0.0133918770581778
"3071","GATC",62,0.0136114160263447
"3072","NPC1",107,0.0234906695938529
"3073","QRICH2",14,0.00307354555433589
"3074","SCP2",54,0.0118551042810099
"3075","GALC",544,0.119429198682766
"3076","PTPRO",34,0.00746432491767289
"3077","RTN4IP1",44,0.00965971459934138
"3078","SLC25A12",42,0.00922063666300768
"3079","PLA2G6",534,0.117233809001098
"3080","SRA1",41,0.00900109769484083
"3081","PIGS",226,0.049615806805708
"3082","FEZF1",223,0.0489571899012075
"3083","SMG9",185,0.0406147091108672
"3084","ITPR2",9,0.00197585071350165
"3085","C4A",263,0.0577387486278814
"3086","RPIA",68,0.0149286498353458
"3087","SGPL1",132,0.0289791437980241
"3088","TRAPPC2L",65,0.0142700329308452
"3089","DNAH1",212,0.0465422612513721
"3090","G6PC3",175,0.0384193194291987
"3091","PDSS1",62,0.0136114160263447
"3092","CTNNA2",72,0.0158068057080132
"3093","FGD4",67,0.0147091108671789
"3094","CRBN",117,0.0256860592755214
"3095","TALDO1",213,0.046761800219539
"3096","CTSD",95,0.0208562019758507
"3097","EIF2B4",100,0.021953896816685
"3098","SP110",206,0.045225027442371
"3099","ADK",118,0.0259055982436883
"3100","LEP",198,0.0434687156970362
"3101","ING1",7,0.00153677277716795
"3102","KREMEN1",45,0.00987925356750823
"3103","NDUFB10",223,0.0489571899012075
"3104","COL25A1",7,0.00153677277716795
"3105","ATP7B",249,0.0546652030735456
"3106","NKX2-6",120,0.026344676180022
"3107","USH2A",223,0.0489571899012075
"3108","MARVELD2",11,0.00241492864983535
"3109","IFT81",122,0.0267837541163557
"3110","GATAD1",59,0.0129527991218441
"3111","TARS1",356,0.0781558726673985
"3112","MMP20",19,0.00417124039517014
"3113","C5",29,0.00636663007683864
"3114","CYB5R3",155,0.0340285400658617
"3115","SPEF2",171,0.0375411635565313
"3116","BCKDHB",74,0.0162458836443469
"3117","PJVK",9,0.00197585071350165
"3118","AK7",6,0.0013172338090011
"3119","WDR72",17,0.00373216245883644
"3120","GRK1",78,0.0171240395170143
"3121","DDX59",242,0.0531284302963776
"3122","GLIS3",142,0.0311745334796926
"3123","STAT2",99,0.0217343578485181
"3124","PRSS56",42,0.00922063666300768
"3125","RUBCN",85,0.0186608122941822
"3126","DOK7",385,0.0845225027442371
"3127","ARSA",517,0.113501646542261
"3128","NT5C2",141,0.0309549945115258
"3129","CAPN1",137,0.0300768386388584
"3130","IL10RB",42,0.00922063666300768
"3131","BCHE",29,0.00636663007683864
"3132","MPLKIP",475,0.104281009879254
"3133","FBXO31",132,0.0289791437980241
"3134","COA7",68,0.0149286498353458
"3135","PRDM12",20,0.00439077936333699
"3136","GAB1",9,0.00197585071350165
"3137","CEBPE",32,0.00702524698133919
"3138","ZMYND10",222,0.0487376509330406
"3139","TBX19",101,0.0221734357848518
"3140","CRAT",43,0.00944017563117453
"3141","PIK3R5",122,0.0267837541163557
"3142","HLCS",156,0.0342480790340285
"3143","PRCD",132,0.0289791437980241
"3144","CNNM4",73,0.01602634467618
"3145","PIGY",439,0.096377607025247
"3146","HMGCL",291,0.0638858397365532
"3147","CPN1",13,0.00285400658616904
"3148","LRP1",39,0.00856201975850713
"3149","PARK7",124,0.0272228320526894
"3150","C1QC",27,0.00592755214050494
"3151","HGSNAT",273,0.0599341383095499
"3152","RGS9BP",13,0.00285400658616904
"3153","STT3B",163,0.0357848518111965
"3154","GLUL",131,0.0287596048298573
"3155","ADAM9",26,0.00570801317233809
"3156","GLDC",70,0.0153677277716795
"3157","CNTNAP2",75,0.0164654226125137
"3158","IL12RB1",125,0.0274423710208562
"3159","IER3IP1",163,0.0357848518111965
"3160","CAST",25,0.00548847420417124
"3161","ALDH1A3",27,0.00592755214050494
"3162","LYST",457,0.10032930845225
"3163","DCLRE1C",371,0.0814489571899012
"3164","YARS2",152,0.0333699231613611
"3165","PEPD",310,0.0680570801317234
"3166","NRROS",38,0.00834248079034029
"3167","B4GAT1",287,0.0630076838638858
"3168","CCDC47",227,0.0498353457738749
"3169","TDP2",86,0.0188803512623491
"3170","GBE1",196,0.0430296377607025
"3171","DARS2",209,0.0458836443468716
"3172","REPS1",70,0.0153677277716795
"3173","PSAP",920,0.201975850713502
"3174","ESPN",125,0.0274423710208562
"3175","RAB28",38,0.00834248079034029
"3176","NAGS",162,0.0355653128430296
"3177","RFXAP",243,0.0533479692645445
"3178","NGF",98,0.0215148188803513
"3179","TSPEAR",41,0.00900109769484083
"3180","FYB1",24,0.00526893523600439
"3181","FKRP",1277,0.280351262349067
"3182","ACADS",196,0.0430296377607025
"3183","DGKE",44,0.00965971459934138
"3184","MGME1",228,0.0500548847420417
"3185","GEMIN4",112,0.0245883644346872
"3186","ARPC1B",48,0.0105378704720088
"3187","NDUFAF6",338,0.0742041712403952
"3188","SPATA7",186,0.040834248079034
"3189","CNTN1",93,0.020417124039517
"3190","CASP14",7,0.00153677277716795
"3191","HEXB",121,0.0265642151481888
"3192","ADGRG1",363,0.0796926454445664
"3193","PSAT1",522,0.114599341383095
"3194","ODAPH",18,0.00395170142700329
"3195","MRPL44",28,0.00614709110867179
"3196","SAG",208,0.0456641053787047
"3197","KANK2",52,0.0114160263446762
"3198","PNPT1",199,0.0436882546652031
"3199","GSS",82,0.0180021953896817
"3200","CNGB1",127,0.0278814489571899
"3201","FZD6",12,0.0026344676180022
"3202","ABCA5",86,0.0188803512623491
"3203","MFSD8",85,0.0186608122941822
"3204","LNPK",52,0.0114160263446762
"3205","CRPPA",544,0.119429198682766
"3206","ZP2",13,0.00285400658616904
"3207","TUB",136,0.0298572996706915
"3208","MYO15A",11,0.00241492864983535
"3209","CDK5",87,0.0190998902305159
"3210","CLCF1",188,0.0412733260153677
"3211","TBX21",14,0.00307354555433589
"3212","UQCRC2",27,0.00592755214050494
"3213","AKR1C2",13,0.00285400658616904
"3214","SCARF2",192,0.0421514818880351
"3215","ATP6V1B1",24,0.00526893523600439
"3216","SIGMAR1",229,0.0502744237102086
"3217","MYO5A",207,0.0454445664105379
"3218","NDUFAF1",206,0.045225027442371
"3219","ANGPTL3",11,0.00241492864983535
"3220","TFR2",74,0.0162458836443469
"3221","MUTYH",68,0.0149286498353458
"3222","MTRFR",440,0.0965971459934138
"3223","SLC25A26",61,0.0133918770581778
"3224","ZNF341",76,0.0166849615806806
"3225","NDST1",128,0.0281009879253568
"3226","CEP41",387,0.0849615806805708
"3227","VPS11",205,0.0450054884742042
"3228","IL18BP",64,0.0140504939626784
"3229","SI",37,0.00812294182217344
"3230","CFAP44",14,0.00307354555433589
"3231","PMPCB",86,0.0188803512623491
"3232","PET100",242,0.0531284302963776
"3233","SCARB2",231,0.0507135016465423
"3234","ITGB2",53,0.011635565312843
"3235","PIGO",382,0.0838638858397366
"3236","DDC",81,0.0177826564215148
"3237","TUBGCP2",126,0.0276619099890231
"3238","LMAN1",91,0.0199780461031833
"3239","SLC24A1",48,0.0105378704720088
"3240","TRNT1",176,0.0386388583973655
"3241","DNAH8",24,0.00526893523600439
"3242","ILDR1",15,0.00329308452250274
"3243","TSEN54",408,0.0895718990120746
"3244","CWF19L1",155,0.0340285400658617
"3245","ERAL1",32,0.00702524698133919
"3246","FAM161A",126,0.0276619099890231
"3247","TDRD9",41,0.00900109769484083
"3248","PGR",9,0.00197585071350165
"3249","TTC12",187,0.0410537870472009
"3250","IREB2",77,0.0169045005488474
"3251","SLC24A4",16,0.00351262349066959
"3252","IGKC",16,0.00351262349066959
"3253","DNMBP",14,0.00307354555433589
"3254","COG8",249,0.0546652030735456
"3255","NUP205",19,0.00417124039517014
"3256","AURKC",10,0.0021953896816685
"3257","HYLS1",503,0.110428100987925
"3258","LDLRAP1",140,0.0307354555433589
"3259","KIAA1109",171,0.0375411635565313
"3260","DNAAF1",211,0.0463227222832053
"3261","DOLK",208,0.0456641053787047
"3262","GNB3",55,0.0120746432491767
"3263","AHR",120,0.026344676180022
"3264","ARL6IP1",76,0.0166849615806806
"3265","PIGB",186,0.040834248079034
"3266","ELP1",269,0.0590559824368825
"3267","RIPOR2",11,0.00241492864983535
"3268","CP",182,0.0399560922063666
"3269","MED25",569,0.124917672886937
"3270","ATOH7",62,0.0136114160263447
"3271","TOE1",276,0.0605927552140505
"3272","FGF20",100,0.021953896816685
"3273","ATCAY",76,0.0166849615806806
"3274","ATF6",109,0.0239297475301866
"3275","CEP83",54,0.0118551042810099
"3276","CLDN14",12,0.0026344676180022
"3277","VPS37A",143,0.0313940724478595
"3278","HPS4",69,0.0151481888035126
"3279","IFNAR2",6,0.0013172338090011
"3280","CEP19",67,0.0147091108671789
"3281","ALG1",160,0.0351262349066959
"3282","SLC25A3",72,0.0158068057080132
"3283","TRAC",32,0.00702524698133919
"3284","CRB2",68,0.0149286498353458
"3285","TSFM",107,0.0234906695938529
"3286","PIGV",436,0.0957189901207464
"3287","DBH",142,0.0311745334796926
"3288","RIMS2",40,0.00878155872667398
"3289","NECTIN4",89,0.0195389681668496
"3290","FOLR1",12,0.0026344676180022
"3291","EARS2",103,0.0226125137211855
"3292","GP6",33,0.00724478594950604
"3293","COX6B1",92,0.0201975850713502
"3294","DNAH2",20,0.00439077936333699
"3295","ATP5MK",33,0.00724478594950604
"3296","MASP1",332,0.0728869374313941
"3297","SMN2",50,0.0109769484083425
"3298","C12ORF4",148,0.0324917672886937
"3299","CC2D1A",132,0.0289791437980241
"3300","SLC25A32",9,0.00197585071350165
"3301","COX4I2",95,0.0208562019758507
"3302","AP1S1",105,0.0230515916575192
"3303","TGM5",58,0.0127332601536773
"3304","NUP93",28,0.00614709110867179
"3305","ADAMTS3",275,0.0603732162458836
"3306","SLC45A2",88,0.0193194291986828
"3307","NPHS2",40,0.00878155872667398
"3308","TRPM6",22,0.00482985729967069
"3309","COQ6",39,0.00856201975850713
"3310","PNP",248,0.0544456641053787
"3311","ATP13A2",502,0.110208562019759
"3312","PRKCD",523,0.114818880351262
"3313","MTPAP",125,0.0274423710208562
"3314","DRC1",185,0.0406147091108672
"3315","CSF3R",16,0.00351262349066959
"3316","ASPH",49,0.0107574094401756
"3317","XPNPEP3",63,0.0138309549945115
"3318","LHFPL5",10,0.0021953896816685
"3319","HINT1",207,0.0454445664105379
"3320","NUP188",162,0.0355653128430296
"3321","MRPS14",68,0.0149286498353458
"3322","NAXD",79,0.0173435784851811
"3323","RSPO1",104,0.0228320526893524
"3324","CTU2",138,0.0302963776070252
"3325","EMP2",24,0.00526893523600439
"3326","DCPS",186,0.040834248079034
"3327","SLC22A5",110,0.0241492864983535
"3328","L2HGDH",145,0.0318331503841932
"3329","ALDH5A1",128,0.0281009879253568
"3330","STK4",39,0.00856201975850713
"3331","IDH3A",150,0.0329308452250274
"3332","SYNE4",11,0.00241492864983535
"3333","EPM2A",162,0.0355653128430296
"3334","RCBTB1",34,0.00746432491767289
"3335","GP9",141,0.0309549945115258
"3336","NUP37",46,0.0100987925356751
"3337","SLC26A1",24,0.00526893523600439
"3338","GPIHBP1",46,0.0100987925356751
"3339","NHLRC1",162,0.0355653128430296
"3340","TANGO2",321,0.0704720087815587
"3341","CNTNAP1",253,0.055543358946213
"3342","ALKBH8",65,0.0142700329308452
"3343","JAK3",218,0.0478594950603732
"3344","SUGCT",32,0.00702524698133919
"3345","LAMB2",268,0.0588364434687157
"3346","ANO10",141,0.0309549945115258
"3347","GCSH",70,0.0153677277716795
"3348","PSMG2",81,0.0177826564215148
"3349","PIGK",86,0.0188803512623491
"3350","HPDL",216,0.0474204171240395
"3351","COX14",75,0.0164654226125137
"3352","DOCK6",328,0.0720087815587267
"3353","HSD3B2",204,0.0447859495060373
"3354","PI4KA",251,0.0551042810098793
"3355","IMPA1",12,0.0026344676180022
"3356","CPAMD8",28,0.00614709110867179
"3357","ST3GAL5",101,0.0221734357848518
"3358","ABCG5",139,0.0305159165751921
"3359","SLC7A14",121,0.0265642151481888
"3360","KLKB1",4,0.000878155872667398
"3361","TIMM22",64,0.0140504939626784
"3362","STAG3",33,0.00724478594950604
"3363","EPB42",126,0.0276619099890231
"3364","ITGA6",179,0.0392974753018661
"3365","MRM2",74,0.0162458836443469
"3366","CYP24A1",71,0.0155872667398463
"3367","FLVCR2",83,0.0182217343578485
"3368","DDHD1",100,0.021953896816685
"3369","COX10",119,0.0261251372118551
"3370","AHI1",549,0.1205268935236
"3371","STRC",65,0.0142700329308452
"3372","GGT1",15,0.00329308452250274
"3373","TGM3",34,0.00746432491767289
"3374","PIGQ",362,0.0794731064763996
"3375","PLCB1",49,0.0107574094401756
"3376","GLRB",107,0.0234906695938529
"3377","SLC18A2",154,0.0338090010976948
"3378","CCDC115",91,0.0199780461031833
"3379","SLC35A3",125,0.0274423710208562
"3380","IL21R",58,0.0127332601536773
"3381","LAMA1",157,0.0344676180021954
"3382","IGSF3",48,0.0105378704720088
"3383","HSD3B7",140,0.0307354555433589
"3384","GNB5",156,0.0342480790340285
"3385","DPM1",243,0.0533479692645445
"3386","HPCA",77,0.0169045005488474
"3387","PIP5K1C",23,0.00504939626783754
"3388","CFAP58",23,0.00504939626783754
"3389","CYBA",200,0.0439077936333699
"3390","TCN2",131,0.0287596048298573
"3391","HPSE2",93,0.020417124039517
"3392","CCDC88A",111,0.0243688254665203
"3393","CERKL",132,0.0289791437980241
"3394","NGLY1",541,0.118770581778266
"3395","SLC44A1",90,0.0197585071350165
"3396","TEX15",51,0.0111964873765093
"3397","IRF7",4,0.000878155872667398
"3398","AARS2",100,0.021953896816685
"3399","TMPRSS15",17,0.00373216245883644
"3400","PDSS2",132,0.0289791437980241
"3401","DMGDH",40,0.00878155872667398
"3402","HOXC13",27,0.00592755214050494
"3403","CD79B",199,0.0436882546652031
"3404","CEP78",86,0.0188803512623491
"3405","UNC13D",46,0.0100987925356751
"3406","M1AP",17,0.00373216245883644
"3407","BTD",265,0.0581778265642151
"3408","QRSL1",63,0.0138309549945115
"3409","DNAJC19",241,0.0529088913282108
"3410","MLC1",44,0.00965971459934138
"3411","S1PR2",13,0.00285400658616904
"3412","AMHR2",44,0.00965971459934138
"3413","OTOF",26,0.00570801317233809
"3414","COA6",25,0.00548847420417124
"3415","TJP2",70,0.0153677277716795
"3416","PINK1",118,0.0259055982436883
"3417","NDUFA10",150,0.0329308452250274
"3418","NDUFAF5",323,0.0709110867178924
"3419","ABCG8",184,0.0403951701427003
"3420","ATAD1",164,0.0360043907793633
"3421","BRDT",16,0.00351262349066959
"3422","SLC45A1",157,0.0344676180021954
"3423","IL7R",313,0.0687156970362239
"3424","ADD3",63,0.0138309549945115
"3425","MOCOS",16,0.00351262349066959
"3426","IGLL1",161,0.0353457738748628
"3427","CEP104",197,0.0432491767288694
"3428","CYP7B1",304,0.0667398463227223
"3429","ATIC",142,0.0311745334796926
"3430","PCK1",83,0.0182217343578485
"3431","PIGC",116,0.0254665203073546
"3432","CIDEC",100,0.021953896816685
"3433","ETFB",144,0.0316136114160263
"3434","ELAC2",50,0.0109769484083425
"3435","PPIP5K2",9,0.00197585071350165
"3436","IL21",43,0.00944017563117453
"3437","OTULIN",89,0.0195389681668496
"3438","FLAD1",57,0.0125137211855104
"3439","POPDC3",37,0.00812294182217344
"3440","MCM5",67,0.0147091108671789
"3441","GFM1",96,0.0210757409440176
"3442","HAVCR2",106,0.0232711306256861
"3443","CAD",60,0.013172338090011
"3444","BPGM",37,0.00812294182217344
"3445","PIGH",84,0.0184412733260154
"3446","KIAA0825",30,0.00658616904500549
"3447","NDUFS8",303,0.0665203073545554
"3448","RARS1",176,0.0386388583973655
"3449","MED23",108,0.0237102085620198
"3450","COLQ",243,0.0533479692645445
"3451","CSTB",84,0.0184412733260154
"3452","FCN3",37,0.00812294182217344
"3453","SH3PXD2B",297,0.0652030735455543
